Store,Id,DayOfWeek,Date,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,month,year,day
339,9677,7,06/09/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,6
339,10533,6,05/09/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,5
339,11389,5,04/09/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,4
339,12245,4,03/09/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,3
339,13101,3,02/09/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,2
339,13957,2,01/09/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",9,15,1
339,14813,1,31/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,31
339,15669,7,30/08/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,30
339,16525,6,29/08/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,29
339,17381,5,28/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,28
339,18237,4,27/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,27
339,19093,3,26/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,26
339,19949,2,25/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,25
339,20805,1,24/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,24
339,21661,7,23/08/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,23
339,22517,6,22/08/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,22
339,23373,5,21/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,21
339,24229,4,20/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,20
339,25085,3,19/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,19
339,25941,2,18/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,18
339,26797,1,17/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,17
339,27653,7,16/08/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,16
339,28509,6,15/08/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,15
339,29365,5,14/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,14
339,30221,4,13/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,13
339,31077,3,12/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,12
339,31933,2,11/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,11
339,32789,1,10/08/2015,1,0,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,10
339,33645,7,09/08/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,9
339,34501,6,08/08/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,8
339,35357,5,07/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,7
339,36213,4,06/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,6
339,37069,3,05/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,5
339,37925,2,04/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,4
339,38781,1,03/08/2015,1,1,0,1,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,3
339,39637,7,02/08/2015,0,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,2
339,40493,6,01/08/2015,1,0,0,0,a,c,2280,NA,NA,1,10,2013,"Mar,Jun,Sept,Dec",8,15,1
340,262,4,17/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,17
340,1118,3,16/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,16
340,1974,2,15/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,15
340,2830,1,14/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,14
340,3686,7,13/09/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,13
340,4542,6,12/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,12
340,5398,5,11/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,11
340,6254,4,10/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,10
340,7110,3,09/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,9
340,7966,2,08/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,8
340,8822,1,07/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,7
340,9678,7,06/09/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,6
340,10534,6,05/09/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,5
340,11390,5,04/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,4
340,12246,4,03/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,3
340,13102,3,02/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,2
340,13958,2,01/09/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,9,15,1
340,14814,1,31/08/2015,1,1,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,31
340,15670,7,30/08/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,30
340,16526,6,29/08/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,29
340,17382,5,28/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,28
340,18238,4,27/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,27
340,19094,3,26/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,26
340,19950,2,25/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,25
340,20806,1,24/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,24
340,21662,7,23/08/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,23
340,22518,6,22/08/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,22
340,23374,5,21/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,21
340,24230,4,20/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,20
340,25086,3,19/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,19
340,25942,2,18/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,18
340,26798,1,17/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,17
340,27654,7,16/08/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,16
340,28510,6,15/08/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,15
340,29366,5,14/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,14
340,30222,4,13/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,13
340,31078,3,12/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,12
340,31934,2,11/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,11
340,32790,1,10/08/2015,1,0,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,10
340,33646,7,09/08/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,9
340,34502,6,08/08/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,8
340,35358,5,07/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,7
340,36214,4,06/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,6
340,37070,3,05/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,5
340,37926,2,04/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,4
340,38782,1,03/08/2015,1,1,0,1,a,c,8080,NA,NA,0,NA,NA,,8,15,3
340,39638,7,02/08/2015,0,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,2
340,40494,6,01/08/2015,1,0,0,0,a,c,8080,NA,NA,0,NA,NA,,8,15,1
341,263,4,17/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,17
341,1119,3,16/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,16
341,1975,2,15/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,15
341,2831,1,14/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,14
341,3687,7,13/09/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,13
341,4543,6,12/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,12
341,5399,5,11/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,11
341,6255,4,10/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,10
341,7111,3,09/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,9
341,7967,2,08/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,8
341,8823,1,07/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,7
341,9679,7,06/09/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,6
341,10535,6,05/09/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,9,15,5
341,11391,5,04/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,4
341,12247,4,03/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,3
341,13103,3,02/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,2
341,13959,2,01/09/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,9,15,1
341,14815,1,31/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,31
341,15671,7,30/08/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,30
341,16527,6,29/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,29
341,17383,5,28/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,28
341,18239,4,27/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,27
341,19095,3,26/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,26
341,19951,2,25/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,25
341,20807,1,24/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,24
341,21663,7,23/08/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,23
341,22519,6,22/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,22
341,23375,5,21/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,21
341,24231,4,20/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,20
341,25087,3,19/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,19
341,25943,2,18/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,18
341,26799,1,17/08/2015,1,1,0,0,a,a,190,9,2011,0,NA,NA,,8,15,17
341,27655,7,16/08/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,16
341,28511,6,15/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,15
341,29367,5,14/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,14
341,30223,4,13/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,13
341,31079,3,12/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,12
341,31935,2,11/08/2015,1,0,0,1,a,a,190,9,2011,0,NA,NA,,8,15,11
341,32791,1,10/08/2015,1,0,0,1,a,a,190,9,2011,0,NA,NA,,8,15,10
341,33647,7,09/08/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,9
341,34503,6,08/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,8
341,35359,5,07/08/2015,1,1,0,1,a,a,190,9,2011,0,NA,NA,,8,15,7
341,36215,4,06/08/2015,1,1,0,1,a,a,190,9,2011,0,NA,NA,,8,15,6
341,37071,3,05/08/2015,1,1,0,1,a,a,190,9,2011,0,NA,NA,,8,15,5
341,37927,2,04/08/2015,1,1,0,1,a,a,190,9,2011,0,NA,NA,,8,15,4
341,38783,1,03/08/2015,1,1,0,1,a,a,190,9,2011,0,NA,NA,,8,15,3
341,39639,7,02/08/2015,0,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,2
341,40495,6,01/08/2015,1,0,0,0,a,a,190,9,2011,0,NA,NA,,8,15,1
342,264,4,17/09/2015,1,1,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,17
342,1120,3,16/09/2015,1,1,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,16
342,1976,2,15/09/2015,1,1,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,15
342,2832,1,14/09/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,14
342,3688,7,13/09/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,13
342,4544,6,12/09/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,12
342,5400,5,11/09/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,11
342,6256,4,10/09/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,10
342,7112,3,09/09/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,9
342,7968,2,08/09/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,8
342,8824,1,07/09/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,7
342,9680,7,06/09/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,6
342,10536,6,05/09/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,5
342,11392,5,04/09/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,4
342,12248,4,03/09/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,3
342,13104,3,02/09/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,2
342,13960,2,01/09/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",9,15,1
342,14816,1,31/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,31
342,15672,7,30/08/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,30
342,16528,6,29/08/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,29
342,17384,5,28/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,28
342,18240,4,27/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,27
342,19096,3,26/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,26
342,19952,2,25/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,25
342,20808,1,24/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,24
342,21664,7,23/08/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,23
342,22520,6,22/08/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,22
342,23376,5,21/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,21
342,24232,4,20/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,20
342,25088,3,19/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,19
342,25944,2,18/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,18
342,26800,1,17/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,17
342,27656,7,16/08/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,16
342,28512,6,15/08/2015,0,0,a,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,15
342,29368,5,14/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,14
342,30224,4,13/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,13
342,31080,3,12/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,12
342,31936,2,11/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,11
342,32792,1,10/08/2015,1,0,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,10
342,33648,7,09/08/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,9
342,34504,6,08/08/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,8
342,35360,5,07/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,7
342,36216,4,06/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,6
342,37072,3,05/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,5
342,37928,2,04/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,4
342,38784,1,03/08/2015,1,1,0,1,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,3
342,39640,7,02/08/2015,0,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,2
342,40496,6,01/08/2015,1,0,0,0,d,c,15770,NA,NA,1,40,2014,"Jan,Apr,Jul,Oct",8,15,1
343,265,4,17/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,17
343,1121,3,16/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,16
343,1977,2,15/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,15
343,2833,1,14/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,14
343,3689,7,13/09/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,13
343,4545,6,12/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,12
343,5401,5,11/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,11
343,6257,4,10/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,10
343,7113,3,09/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,9
343,7969,2,08/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,8
343,8825,1,07/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,7
343,9681,7,06/09/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,6
343,10537,6,05/09/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,5
343,11393,5,04/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,4
343,12249,4,03/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,3
343,13105,3,02/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,2
343,13961,2,01/09/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",9,15,1
343,14817,1,31/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,31
343,15673,7,30/08/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,30
343,16529,6,29/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,29
343,17385,5,28/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,28
343,18241,4,27/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,27
343,19097,3,26/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,26
343,19953,2,25/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,25
343,20809,1,24/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,24
343,21665,7,23/08/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,23
343,22521,6,22/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,22
343,23377,5,21/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,21
343,24233,4,20/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,20
343,25089,3,19/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,19
343,25945,2,18/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,18
343,26801,1,17/08/2015,1,1,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,17
343,27657,7,16/08/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,16
343,28513,6,15/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,15
343,29369,5,14/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,14
343,30225,4,13/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,13
343,31081,3,12/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,12
343,31937,2,11/08/2015,1,0,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,11
343,32793,1,10/08/2015,1,0,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,10
343,33649,7,09/08/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,9
343,34505,6,08/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,8
343,35361,5,07/08/2015,1,1,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,7
343,36217,4,06/08/2015,1,1,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,6
343,37073,3,05/08/2015,1,1,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,5
343,37929,2,04/08/2015,1,1,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,4
343,38785,1,03/08/2015,1,1,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,3
343,39641,7,02/08/2015,0,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,2
343,40497,6,01/08/2015,1,0,0,0,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",8,15,1
344,266,4,17/09/2015,1,1,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,17
344,1122,3,16/09/2015,1,1,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,16
344,1978,2,15/09/2015,1,1,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,15
344,2834,1,14/09/2015,1,1,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,14
344,3690,7,13/09/2015,0,0,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,13
344,4546,6,12/09/2015,1,0,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,12
344,5402,5,11/09/2015,1,0,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,11
344,6258,4,10/09/2015,1,0,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,10
344,7114,3,09/09/2015,1,0,0,0,a,c,300,4,2011,1,14,2011,"Jan,Apr,Jul,Oct",9,15,9
